address,age,area,building,floor,floor_plan,name,rent
東京都杉並区天沼３,築27年,18.2m,3階建,2階,1K,マンション恵,6.8万円
東京都杉並区上荻３,築36年,17.96m,2階建,2階,1K,上荻グリーンハイツ,4.4万円
東京都杉並区阿佐谷南３,築36年,17.35m,3階建,2階,1K,牧野ビル,6万円
東京都新宿区西新宿３,築37年,13.15m,4階建,2階,ワンルーム,パステルシティ西新宿,6.5万円
東京都杉並区西荻北３,築36年,21.62m,3階建,2階,ワンルーム,サンハイム浅見,5.5万円
東京都渋谷区笹塚３,築35年,18m,4階建,2階,1K,アオキプラザ,6.9万円
東京都杉並区下井草３,築11年,16.12m,2階建,2階,ワンルーム,ライフ・コート下井草I,6.3万円
東京都中野区中野５,築52年,18m,3階建,3階,1K,メゾンアミノ,6万円
東京都杉並区清水１,築29年,17.38m,4階建,3階,1K,フレンド清水,6.8万円
東京都杉並区高井戸東３,築19年,21.1m,8階建,2階,1K,エクセリア浜田山,6.9万円
東京都新宿区歌舞伎町２,築40年,21.6m,5階建,2階,ワンルーム,パレ・ドール歌舞伎町第2,6.6万円
東京都杉並区高円寺北３,築32年,14.8m,5階建,2階,ワンルーム,ＪＲ中央線 高円寺駅 5階建 築32年,5.3万円
東京都渋谷区笹塚３,築24年,20.8m,5階建,4階,ワンルーム,楽青ビル,6.5万円
東京都杉並区高井戸東３,築19年,21.1m,8階建,2階,1K,京王井の頭線 高井戸駅 8階建 築19年,6.9万円
東京都杉並区西荻北３,築54年,17.42m,3階建,3階,1K,ハウス篠置,5万円
東京都渋谷区幡ヶ谷３,築26年,20.29m,6階建,2階,ワンルーム,京王新線 幡ヶ谷駅 6階建 築26年,7万円
東京都渋谷区幡ヶ谷３,築26年,20.29m,6階建,2階,ワンルーム,ハイムアレックス幡ヶ谷,7万円
東京都渋谷区笹塚３,築28年,17m,2階建,2階,1K,京王線 笹塚駅 2階建 築28年,5.5万円
東京都渋谷区本町３,築37年,19.8m,地下1地上5階建,4階,ワンルーム,セントヒルズ清水橋,5.9万円
東京都中野区南台４,築37年,16.64m,2階建,2階,1K,ＡＯハイツ,5.1万円
東京都新宿区百人町２,築43年,21.18m,5階建,3階,ワンルーム,コーポ鎧,6.5万円
東京都新宿区大久保１,築23年,15m,3階建,3階,ワンルーム,ヒットビット新宿,7万円
東京都杉並区成田西１,築16年,23.6m,地下1地上2階建,2階,1K,京王井の頭線 浜田山駅 地下1地上2階建 築16年,7万円
東京都新宿区百人町２,築43年,21.18m,5階建,3階,ワンルーム,コーポ鎧,6.5万円
東京都中野区南台４,築19年,20.73m,3階建,3階,ワンルーム,京王線 笹塚駅 3階建 築19年,7万円
東京都新宿区大久保１,築23年,15m,3階建,3階,ワンルーム,ヒットビット新宿,7万円
東京都杉並区井草４,築28年,19.71m,3階建,2階,1K,エステージ井荻,5.8万円
東京都杉並区井草４,築37年,9.45m,3階建,3階,ワンルーム,井荻パークハイツ,3.1万円
東京都杉並区本天沼２,築29年,15m,4階建,2階,1K,ＪＲ中央線 荻窪駅 4階建 築29年,5.6万円
東京都新宿区新宿１,築37年,17.42m,14階建,8階,ワンルーム,新宿御苑ダイカンプラザ,6.8万円
東京都中野区中央２,築51年,18.52m,9階建,7階,1K,東中野グリーンパーク,5.2万円
東京都杉並区西荻北３,築29年,19.32m,地下1地上5階建,2階,1K,ＪＲ中央線 西荻窪駅 地下1地上5階建 築29年,6.5万円
東京都杉並区下井草３,築36年,20.44m,4階建,4階,ワンルーム,西武新宿線 下井草駅 4階建 築36年,5万円
東京都新宿区新宿１,築37年,17.42m,14階建,8階,ワンルーム,東京メトロ丸ノ内線 新宿御苑前駅 14階建 築37年,6.8万円
東京都杉並区南荻窪３,築25年,18.46m,5階建,4階,1K,ＪＲ中央線 西荻窪駅 5階建 築25年,5.8万円
東京都杉並区高円寺南３,築38年,20m,4階建,2階,ワンルーム,パルコーポフジ,6.5万円
東京都杉並区高円寺北２,築35年,20.38m,5階建,3階,1K,アコードハイツ高円寺,6.2万円
東京都渋谷区代々木３,築42年,16.01m,4階建,2階,ワンルーム,コテージ中田,6.7万円
東京都渋谷区本町３,築35年,15.38m,8階建,8階,ワンルーム,都営大江戸線 西新宿五丁目駅 8階建 築35年,5.5万円
東京都渋谷区本町３,築35年,15.38m,8階建,8階,ワンルーム,山本ビル,5.5万円
東京都杉並区西荻北３,築35年,20m,4階建,3階,1K,ＪＲ総武線 西荻窪駅 4階建 築35年,6万円
東京都渋谷区笹塚３,築23年,22.5m,3階建,3階,ワンルーム,京王線 笹塚駅 3階建 築23年,6.9万円
東京都中野区新井２,築37年,12.7m,地下1地上4階建,2階,ワンルーム,TOP中野第2【トップナカノ】,5万円
東京都杉並区西荻北１,築44年,21.03m,3階建,3階,ワンルーム,河内コーポ,3万円
東京都新宿区四谷４,築43年,18.63m,12階建,2階,ワンルーム,東京メトロ丸ノ内線 四谷三丁目駅 12階建 築43年,6万円
東京都渋谷区笹塚３,築35年,11.7m,2階建,2階,ワンルーム,キャッスル笹塚,5.6万円
東京都杉並区西荻北３,築35年,20m,4階建,3階,1K,トップ西荻第２,6万円
東京都杉並区高井戸東３,築35年,17.74m,7階建,5階,1K,日神パレス高井戸,5.9万円
東京都杉並区成田西２,築23年,20.8m,3階建,2階,1K,京王井の頭線 浜田山駅 3階建 築23年,5.95万円
東京都杉並区南荻窪２,築30年,16.06m,2階建,2階,1K,レオパレス荻窪第１２,6万円
東京都中野区南台４,築13年,15.84m,3階建,3階,ワンルーム,モダンフレンチ南台,6.5万円
東京都杉並区桃井４,築19年,16.92m,5階建,3階,ワンルーム,エスペランサ,6.6万円
東京都杉並区桃井４,築19年,16.92m,5階建,3階,ワンルーム,エスペランサ,6.6万円
東京都中野区東中野１,築46年,20m,3階建,2階,ワンルーム,マンション華山,6.5万円
東京都杉並区今川１,築44年,29.75m,3階建,3階,2DK,井口ビル,6.2万円
東京都新宿区新宿５,築45年,16.84m,11階建,5階,ワンルーム,新宿三光町ハイム,6.4万円
東京都世田谷区南烏山１,築30年,16.24m,4階建,3階,1K,京王線 八幡山駅 4階建 築30年,5.3万円
東京都杉並区高井戸東３,築33年,27m,4階建,4階,1K,小日山ハイツ,6.5万円
東京都杉並区南荻窪４,築35年,15.99m,4階建,4階,1K,シェ・モワ荻窪 A館,6.1万円
東京都渋谷区笹塚３,築28年,19.83m,2階建,2階,ワンルーム,コーポウガイ,6.8万円
東京都杉並区本天沼３,築44年,26.62m,4階建,4階,1K,西武新宿線 下井草駅 4階建 築44年,7万円
東京都中野区大和町１,築36年,19m,3階建,2階,1K,パステル,6.9万円
東京都中野区中野３,築48年,23m,3階建,3階,1K,ＪＲ中央線 中野駅 3階建 築48年,6.5万円
東京都渋谷区代々木２,築42年,13m,10階建,5階,ワンルーム,ＧＳハイム佐藤ビル,6万円
東京都杉並区井草３,築29年,16m,4階建,2階,ワンルーム,エーブル井荻,5万円
東京都杉並区天沼３,築48年,25m,4階建,2階,1DK,興振ビル,5万円
東京都杉並区本天沼３,築37年,20.46m,2階建,2階,1K,曽根ハウス,4.9万円
東京都杉並区清水１,築30年,12m,3階建,2階,ワンルーム,ＪＲ中央線 荻窪駅 3階建 築30年,4.2万円
東京都杉並区本天沼２,築29年,18.59m,3階建,2階,1K,幸田ビル,5.9万円
東京都杉並区井草２,築30年,16.42m,4階建,4階,ワンルーム,セザール下井草,5.3万円
東京都杉並区本天沼２,築26年,17m,2階建,2階,ワンルーム,ファミアーレ,4.8万円
東京都杉並区高井戸東４,築45年,17.34m,3階建,2階,1K,オリオンパレス,4.3万円
東京都杉並区下井草５,築34年,20m,3階建,3階,ワンルーム,シャレードマルシン,5.5万円
東京都杉並区南荻窪４,築30年,16m,5階建,3階,ワンルーム,ＪＲ中央線 荻窪駅 5階建 築30年,5.7万円
東京都杉並区西荻北１,築28年,20.16m,5階建,4階,1K,ライオンズマンション荻窪館,7万円
東京都杉並区西荻北１,築28年,20.16m,5階建,4階,1K,ＪＲ中央線 西荻窪駅 5階建 築28年,7万円
東京都中野区東中野４,築46年,17.52m,8階建,8階,ワンルーム,東中野アパートメンツ,6.2万円
東京都杉並区高井戸東４,築46年,17.34m,3階建,2階,1K,京王井の頭線 高井戸駅 3階建 築46年,4万円
東京都中野区中野３,築36年,21m,3階建,2階,1K,カルス中野,6.9万円
東京都杉並区桃井３,築31年,23.85m,2階建,2階,1K,リバーストンハウス,6.4万円
東京都渋谷区代々木３,築37年,11.13m,5階建,4階,ワンルーム,トップルーム代々木公園,5.9万円
東京都杉並区清水３,築16年,23.67m,3階建,2階,1K,Ｃｈｒｙｓａｎｔｈ,7万円
東京都杉並区高円寺北３,築40年,16.66m,4階建,3階,ワンルーム,ＪＲ中央線 高円寺駅 4階建 築40年,4.6万円
東京都杉並区高円寺北３,築40年,16.66m,4階建,3階,ワンルーム,メゾン・ド・サフィール,4.6万円
東京都杉並区西荻南３,築34年,21.42m,10階建,10階,1K,ＪＲ中央線 西荻窪駅 10階建 築34年,6.8万円
東京都杉並区井草３,築32年,28m,5階建,3階,ワンルーム,カーサアルタニカ,7万円
東京都杉並区清水３,築16年,23.67m,3階建,2階,1K,Ｃｈｒｙｓａｎｔｈ,7万円
東京都杉並区桃井４,築24年,18.46m,5階建,4階,1K,ＪＲ中央線 西荻窪駅 5階建 築24年,6.9万円
東京都杉並区宮前２,築28年,17.95m,2階建,2階,1K,フォレスト杉並,5.5万円
東京都杉並区上荻２,築38年,19.44m,5階建,2階,ワンルーム,ＭＡＣ荻窪コート,5.8万円
東京都新宿区西新宿４,築33年,18m,3階建,2階,1K,パークハイム,6.5万円
東京都新宿区新宿５,築42年,20.46m,4階建,3階,ワンルーム,ＪＲ山手線 新宿駅 4階建 築42年,6.1万円
東京都杉並区阿佐谷北４,築35年,17.76m,5階建,3階,ワンルーム,フジビュービレッジ阿佐ヶ谷,6.1万円
東京都杉並区本天沼３,築30年,16.58m,5階建,2階,1K,ジョイフル下井草,5万円
東京都杉並区上荻２,築37年,16.38m,4階建,4階,ワンルーム,フィオーレ長島,5.5万円
東京都杉並区南荻窪４,築36年,17.61m,4階建,2階,ワンルーム,ＪＲ中央線 荻窪駅 4階建 築36年,5.9万円
東京都中野区南台５,築22年,21.6m,3階建,2階,1K,ヤノハイム,6.4万円
東京都杉並区上荻４,築29年,17.58m,3階建,2階,1K,ＰＬＡＮＥＴ・Ｍ,5.6万円
東京都杉並区高井戸東４,築18年,20.63m,地下1地上8階建,3階,ワンルーム,GEM,6.2万円
東京都中野区南台４,築28年,17m,3階建,2階,1K,京王新線 幡ヶ谷駅 3階建 築28年,6万円
東京都杉並区井草３,築30年,16.24m,7階建,3階,ワンルーム,井荻ホームズ,5万円
東京都中野区野方１,築29年,22.13m,7階建,2階,ワンルーム,アーバンアメニティ中野’,7万円
東京都杉並区西荻南３,築37年,14.56m,5階建,2階,ワンルーム,トップ西荻,5.2万円
東京都渋谷区笹塚３,築23年,22.5m,3階建,3階,1K,京王線 笹塚駅 3階建 築23年,6.6万円
東京都杉並区下井草５,築37年,21.84m,3階建,2階,1K,西武新宿線 井荻駅 3階建 築37年,5.8万円
東京都杉並区西荻北３,築38年,15.58m,4階建,3階,ワンルーム,ＪＲ中央線 西荻窪駅 4階建 築38年,4.9万円
東京都杉並区桃井１,築30年,17.42m,3階建,2階,1K,レポス荻窪,6.9万円
東京都杉並区本天沼２,築30年,18.42m,3階建,2階,1K,ＪＲ中央線 荻窪駅 3階建 築30年,6.1万円
東京都杉並区上荻１,築34年,17.62m,10階建,2階,ワンルーム,ロゼリウス荻窪,6万円
東京都杉並区上荻２,築34年,18.75m,地下3地上4階建,3階,ワンルーム,サカエフラット荻窪,6.3万円
東京都杉並区南荻窪４,築41年,11.44m,3階建,3階,ワンルーム,ＪＲ中央線 荻窪駅 3階建 築41年,5万円
東京都杉並区桃井４,築37年,17.82m,2階建,2階,ワンルーム,澤地ハイツ,5万円
東京都杉並区阿佐谷北３,築46年,21m,2階建,2階,1K,クリーンハウス,5.7万円
東京都杉並区荻窪５,築34年,14.91m,9階建,7階,ワンルーム,スカイコートエクセレント荻窪,5.9万円
東京都杉並区上荻３,築38年,20m,5階建,4階,1K,ＪＲ中央線 西荻窪駅 5階建 築38年,5.5万円
東京都杉並区井草４,築36年,14.03m,4階建,3階,ワンルーム,メゾン・ド・ベニール,4.5万円
東京都杉並区桃井４,築24年,18.64m,5階建,4階,1K,ＪＲ中央線 西荻窪駅 5階建 築24年,6.6万円
東京都杉並区清水１,築30年,24.02m,3階建,2階,ワンルーム,JLBグランエクリュ荻窪,6.9万円
東京都杉並区桃井４,築24年,18.46m,5階建,4階,ワンルーム,スカイコート西荻窪第２（スカイコートニシオギクボダイニ）,6.9万円
東京都杉並区井草２,築33年,16m,4階建,4階,ワンルーム,メインステージ井荻駅前,5.3万円
東京都杉並区井草２,築33年,16m,4階建,4階,ワンルーム,西武新宿線 井荻駅 4階建 築33年,5.3万円
東京都杉並区上荻４,築37年,15m,4階建,2階,ワンルーム,ジョイフル西荻窪,5.2万円
東京都杉並区上荻４,築37年,15m,4階建,2階,ワンルーム,ＪＲ中央線 西荻窪駅 4階建 築37年,5.2万円
東京都杉並区荻窪１,築23年,20.23m,3階建,2階,1K,アルシオーネ,6.8万円
東京都杉並区清水１,築30年,12m,3階建,2階,ワンルーム,レナ荻窪,4.2万円
東京都杉並区下井草２,築30年,16.2m,3階建,2階,ワンルーム,メゾントマト,5.9万円
東京都杉並区上荻２,築36年,21.12m,7階建,5階,1K,高栄ビル,5.8万円
東京都杉並区西荻北３,築30年,15.54m,7階建,3階,ワンルーム,エステート西荻,4.9万円
東京都杉並区宮前２,築18年,20.44m,5階建,2階,ワンルーム,京王井の頭線 高井戸駅 5階建 築18年,6.7万円
東京都渋谷区幡ヶ谷３,築34年,16.38m,3階建,3階,ワンルーム,京王新線 幡ヶ谷駅 3階建 築34年,6万円
東京都杉並区下井草５,築36年,16m,5階建,5階,ワンルーム,ラ・レジダンス・ド・アルボレ,4万円
東京都中野区南台４,築23年,21.24m,10階建,3階,ワンルーム,サンテミリオン笹塚,6.9万円
東京都杉並区南荻窪２,築37年,13.95m,3階建,3階,ワンルーム,コーポ南荻窪,4.9万円
東京都杉並区宮前５,築30年,16.64m,5階建,3階,ワンルーム,マ・メゾン西荻窪,5.8万円
東京都中野区南台５,築33年,17.44m,4階建,4階,ワンルーム,ルミナス南台,5.8万円
東京都杉並区宮前４,築37年,14.16m,4階建,4階,ワンルーム,セントヒルズ久我山,4.4万円
東京都渋谷区笹塚３,築36年,13.88m,5階建,4階,ワンルーム,京王線 笹塚駅 5階建 築36年,5.2万円
東京都中野区南台２,築31年,23.08m,4階建,3階,1DK,東京メトロ丸ノ内線 中野富士見町駅 4階建 築31年,6.8万円
東京都杉並区今川１,築30年,18m,地下1地上4階建,2階,1K,第４コーポ今川,5.9万円
東京都杉並区桃井２,築50年,27.45m,12階建,7階,2K,ニュー荻窪マンション,7万円
東京都杉並区桃井２,築50年,27.45m,12階建,7階,2K,ＪＲ中央線 荻窪駅 12階建 築50年,7万円
東京都渋谷区代々木３,築36年,11.13m,5階建,3階,ワンルーム,ＪＲ山手線 新宿駅 5階建 築36年,5.5万円
東京都中野区南台４,築38年,15.08m,4階建,2階,ワンルーム,クリスタル笹塚パート１,4.7万円
東京都杉並区宮前３,築37年,19.11m,2階建,2階,ワンルーム,フェルド　シネッペ,6.1万円
東京都杉並区和泉４,築29年,18m,3階建,3階,1K,東京メトロ丸ノ内線 方南町駅 3階建 築29年,6.4万円
東京都杉並区和泉３,築31年,22m,2階建,2階,1K,京王井の頭線 永福町駅 2階建 築31年,7万円
東京都杉並区天沼２,築36年,12.63m,4階建,3階,ワンルーム,ＪＲ総武線 荻窪駅 4階建 築36年,5.2万円
東京都杉並区永福４,築27年,21.03m,3階建,2階,1K,ＵＲＢＡＮ　ＫＡＳＵＹＡ,6.4万円
東京都杉並区永福４,築27年,21.03m,3階建,2階,1K,京王井の頭線 永福町駅 3階建 築27年,6.4万円
東京都杉並区上荻２,築37年,16.86m,3階建,3階,ワンルーム,ア－クコ－ポ杉並,5.3万円
東京都杉並区方南１,築27年,17.39m,2階建,2階,ワンルーム,京王線 代田橋駅 2階建 築27年,6万円
東京都杉並区和泉４,築34年,19m,2階建,2階,1K,東京メトロ丸ノ内線 方南町駅 2階建 築34年,4.7万円
東京都杉並区和泉３,築47年,23.1m,2階建,2階,1DK,ヴィラ・エイフク,4.8万円
東京都渋谷区笹塚２,築36年,12.88m,4階建,4階,ワンルーム,セントヒルズ笹塚,5.3万円
東京都杉並区大宮１,築29年,18.62m,地下1地上4階建,2階,ワンルーム,京王井の頭線 永福町駅 地下1地上4階建 築29年,5.9万円
東京都杉並区方南１,築35年,19m,3階建,2階,1K,京王線 笹塚駅 3階建 築35年,5.7万円
東京都杉並区方南１,築28年,18.9m,4階建,2階,1K,京王線 笹塚駅 4階建 築28年,6.8万円
東京都杉並区方南１,築28年,20.75m,4階建,2階,1K,京王線 笹塚駅 4階建 築28年,6.8万円
東京都杉並区方南１,築28年,18.9m,4階建,2階,1K,プラザＭＶ,6.8万円
東京都杉並区阿佐谷北３,築50年,29m,4階建,3階,1K,ＪＲ中央線 阿佐ヶ谷駅 4階建 築50年,6.8万円
東京都杉並区方南１,築31年,24.17m,3階建,2階,ワンルーム,東京メトロ丸ノ内線 方南町駅 3階建 築31年,6.9万円
東京都杉並区方南１,築30年,15.12m,3階建,2階,ワンルーム,アルテール方南町,5.2万円
東京都杉並区方南１,築29年,19.66m,3階建,2階,1K,京王線 笹塚駅 3階建 築29年,6.8万円
東京都杉並区方南１,築29年,19m,3階建,2階,1K,パインクレスト方南,6.8万円
東京都杉並区高円寺北１,築30年,21m,3階建,2階,1K,ＪＲ総武線 高円寺駅 3階建 築30年,5.9万円
東京都中野区中央４,築17年,13.51m,5階建,5階,1K,ＪＲ中央線 中野駅 5階建 築17年,6.5万円
東京都杉並区和泉４,築43年,18.02m,2階建,2階,1K,サンアームス,5.3万円
東京都杉並区永福４,築19年,19.02m,3階建,2階,1K,京王井の頭線 永福町駅 3階建 築19年,6.8万円
東京都杉並区永福４,築19年,19.02m,3階建,2階,1K,ブルーム・永福町,6.8万円
東京都杉並区方南１,築32年,24m,3階建,2階,1K,レジデンス・イトー,6.4万円
東京都渋谷区幡ヶ谷３,築30年,18.95m,4階建,2階,1K,京王新線 幡ヶ谷駅 4階建 築30年,6.2万円
東京都渋谷区笹塚３,築30年,23.1m,3階建,3階,ワンルーム,三富レジデンス,6.9万円
東京都杉並区和泉４,築32年,20.75m,3階建,3階,ワンルーム,東京メトロ丸ノ内線 方南町駅 3階建 築32年,5.9万円
東京都渋谷区幡ヶ谷３,築30年,18.95m,4階建,2階,1K,京王新線 幡ヶ谷駅 4階建 築30年,6.2万円
東京都中野区弥生町１,築37年,30m,3階建,3階,2K,東京メトロ丸ノ内線 中野新橋駅 3階建 築37年,7万円
東京都杉並区方南１,築21年,18.32m,8階建,6階,1K,フェニックス笹塚弐番館,6.8万円
東京都杉並区南荻窪２,築33年,12.42m,4階建,4階,ワンルーム,荻野ハイツ,4.5万円
東京都杉並区南荻窪２,築33年,12.42m,4階建,4階,ワンルーム,ＪＲ中央線 荻窪駅 4階建 築33年,4.5万円
東京都杉並区方南１,築33年,26.18m,5階建,4階,1DK,メゾンたちばな,6.9万円
東京都杉並区方南１,築33年,26.18m,5階建,4階,1DK,京王線 代田橋駅 5階建 築33年,6.9万円
東京都杉並区和泉４,築3年,18.53m,4階建,4階,ワンルーム,東京メトロ丸ノ内線 方南町駅 4階建 築3年,6.98万円
東京都中野区弥生町１,築33年,19.7m,4階建,4階,1K,サンエーアビタシオン,6.5万円
東京都杉並区和泉４,築14年,20.65m,5階建,4階,1K,セントパレス方南町,6.9万円
東京都杉並区高円寺南１,築29年,19.44m,3階建,2階,ワンルーム,高円寺ash-b,6.9万円
東京都新宿区西新宿７,築24年,16.8m,7階建,6階,1K,東京メトロ丸ノ内線 西新宿駅 7階建 築24年,6.9万円
東京都中野区東中野１,築32年,28m,3階建,2階,1DK,ヒマラヤ館,6.9万円
東京都杉並区和泉２,築29年,17.14m,地下1地上2階建,2階,ワンルーム,パールエステート,6.2万円
東京都杉並区方南１,築33年,16.85m,2階建,2階,1K,ハイムぷれりゅうど,5.7万円
東京都新宿区北新宿１,築24年,18.36m,9階建,2階,1K,エクセリア新宿,6.95万円
東京都新宿区西新宿７,築49年,13.02m,4階建,4階,ワンルーム,西新宿ユアタビル,6.9万円
東京都渋谷区幡ヶ谷３,築29年,17.86m,5階建,4階,ワンルーム,京王新線 幡ヶ谷駅 5階建 築29年,6.4万円
東京都杉並区和泉１,築30年,20m,3階建,2階,1K,京王線 代田橋駅 3階建 築30年,6.8万円
東京都杉並区高円寺北２,築35年,18.3m,4階建,4階,ワンルーム,ＪＲ中央線 高円寺駅 4階建 築35年,6万円
東京都渋谷区代々木３,築27年,16m,4階建,2階,1K,パティオ代々木,6.9万円
東京都中野区弥生町１,築27年,20.85m,4階建,2階,ワンルーム,東京メトロ丸ノ内線 中野新橋駅 4階建 築27年,7万円
東京都杉並区高円寺南１,築49年,20.39m,4階建,2階,1K,ＴＫビル,6.9万円
東京都杉並区方南１,築27年,20.6m,4階建,2階,1K,京王線 笹塚駅 4階建 築27年,7万円
東京都杉並区大宮１,築30年,21m,2階建,2階,1K,マロニエハウス,6.5万円
東京都杉並区高円寺北４,築22年,20.63m,2階建,2階,1K,メゾン杉並,6.8万円
東京都中野区新井２,築33年,17.9m,2階建,2階,1K,ビバチェ・Ａ・フラット,6.1万円
東京都杉並区大宮１,築32年,18m,3階建,2階,ワンルーム,京王井の頭線 永福町駅 3階建 築32年,5.2万円
東京都渋谷区本町４,築28年,20m,4階建,3階,1K,都営大江戸線 西新宿五丁目駅 4階建 築28年,7万円
東京都杉並区方南１,築27年,20.6m,4階建,2階,1K,京王線 笹塚駅 4階建 築27年,7万円
東京都新宿区西新宿５,築2年,8.58m,3階建,2階,ワンルーム,UNITE西新宿,5.8万円
東京都杉並区高円寺北２,築35年,23m,3階建,2階,1DK,ＪＲ中央線 高円寺駅 3階建 築35年,7万円
東京都杉並区和泉２,築29年,17m,3階建,2階,ワンルーム,京王井の頭線 永福町駅 3階建 築29年,6.5万円
東京都杉並区和泉４,築35年,18m,2階建,2階,1K,東京メトロ丸ノ内線 方南町駅 2階建 築35年,5万円
東京都中野区中央２,築20年,16.2m,3階建,2階,ワンルーム,東京メトロ丸ノ内線 中野坂上駅 3階建 築20年,6.8万円
東京都杉並区高円寺南５,築34年,17.3m,3階建,2階,ワンルーム,ＪＲ中央線 高円寺駅 3階建 築34年,5.6万円
東京都中野区本町１,築32年,17.01m,3階建,2階,1K,セピアーナワサン,5.9万円
東京都杉並区和泉２,築34年,18.9m,3階建,2階,1K,ハイツ代一元,5.8万円
東京都杉並区阿佐谷南２,築29年,19m,3階建,2階,1K,ロングヒルズ阿佐ヶ谷,6.8万円
東京都杉並区高円寺南５,築46年,13m,3階建,3階,1K,コーポヤマ,3.5万円
東京都新宿区北新宿１,築38年,23m,3階建,2階,1K,ＪＲ中央線 大久保駅 3階建 築38年,7万円
東京都杉並区和泉４,築58年,22.68m,3階建,2階,ワンルーム,東京メトロ丸ノ内線 方南町駅 3階建 築58年,5.9万円
東京都杉並区和泉４,築58年,22.68m,3階建,2階,ワンルーム,和泉荘,5.9万円
東京都杉並区高円寺北２,築26年,19.35m,4階建,3階,1K,ＪＲ中央線 高円寺駅 4階建 築26年,7万円
東京都新宿区北新宿３,築34年,17.65m,3階建,3階,1K,ＪＲ中央線 東中野駅 3階建 築34年,6.1万円
東京都新宿区西新宿５,築42年,24.75m,3階建,3階,1DK,都営大江戸線 西新宿五丁目駅 3階建 築42年,6.8万円
東京都杉並区堀ノ内１,築35年,17.69m,4階建,2階,ワンルーム,エヴェナール方南町,4.9万円
東京都杉並区和泉１,築29年,17.4m,7階建,2階,1K,東京メトロ丸ノ内線 方南町駅 7階建 築29年,5.97万円
東京都杉並区高円寺北２,築23年,19.79m,4階建,3階,1K,ＪＲ中央線 高円寺駅 4階建 築23年,7万円
東京都中野区東中野２,築20年,20m,4階建,3階,ワンルーム,方圓館,6.9万円
東京都新宿区百人町１,築21年,17.75m,4階建,3階,1K,マノビル,6.6万円
東京都中野区本町１,築36年,20.86m,3階建,2階,1K,カーサ川島,6.5万円
東京都中野区中央２,築23年,18.48m,6階建,4階,ワンルーム,メゾンイマジン,6.3万円
東京都中野区中央２,築23年,18.48m,6階建,5階,ワンルーム,東京メトロ丸ノ内線 中野坂上駅 6階建 築23年,6.3万円
東京都杉並区高円寺北３,築29年,20m,3階建,3階,1K,桜苑,7万円
東京都杉並区成田東４,築36年,20m,3階建,3階,1K,キザンパレス杉並,5.9万円
東京都杉並区方南１,築26年,20.8m,7階建,4階,ワンルーム,杉田ビル,6.5万円
東京都中野区本町１,築33年,21.08m,3階建,3階,1K,コーポあかね,7万円
東京都中野区本町１,築36年,20.86m,2階建,2階,1K,東京メトロ丸ノ内線 中野坂上駅 2階建 築36年,6.5万円
東京都中野区本町１,築36年,20.86m,2階建,2階,1K,東京メトロ丸ノ内線 中野坂上駅 2階建 築36年,6.5万円
東京都渋谷区本町４,築31年,22m,3階建,2階,ワンルーム,クレール渋谷,6.8万円
東京都杉並区和泉４,築27年,18.96m,地下1地上8階建,5階,ワンルーム,Ｕ・Ｈ神田川,5.4万円
東京都杉並区和泉４,築30年,16.54m,4階建,4階,ワンルーム,東京メトロ丸ノ内線 方南町駅 4階建 築30年,5.4万円
東京都杉並区和泉３,築30年,16.01m,4階建,2階,ワンルーム,京王井の頭線 永福町駅 4階建 築30年,5.2万円
東京都杉並区和泉３,築30年,16.01m,4階建,2階,ワンルーム,シルフィード永福町,5.2万円
東京都杉並区高円寺北３,築36年,27.26m,4階建,3階,2K,ＪＲ中央線 高円寺駅 4階建 築36年,7万円
東京都渋谷区本町５,築37年,16.2m,4階建,2階,1K,都営大江戸線 西新宿五丁目駅 4階建 築37年,5.7万円
東京都杉並区高円寺南５,築42年,21m,2階建,2階,1K,ＪＲ中央線 中野駅 2階建 築42年,6.3万円
東京都中野区東中野１,築41年,16.5m,3階建,2階,1K,ヴィラ・タチバナ,6.2万円
東京都中野区中央４,築24年,16.14m,2階建,2階,ワンルーム,ドルフ・N,6.4万円
東京都杉並区高円寺北１,築32年,21.6m,3階建,2階,1K,スモールフィールド,7万円
東京都中野区東中野２,築30年,15.4m,2階建,2階,1K,ＪＲ総武線 東中野駅 2階建 築30年,5.7万円
東京都中野区東中野１,築34年,16.81m,4階建,4階,ワンルーム,ＪＲ中央線 東中野駅 4階建 築34年,7万円
東京都杉並区梅里１,築26年,18.45m,3階建,2階,1K,カトル・セゾン,7万円
東京都中野区南台１,築29年,14m,3階建,3階,ワンルーム,菊地マンション,5.5万円
東京都杉並区高円寺北３,築32年,16m,3階建,2階,1K,シュアイ高円寺,5.3万円
東京都中野区弥生町４,築49年,21.4m,5階建,3階,1K,東京メトロ丸ノ内線 中野新橋駅 5階建 築49年,6万円
東京都杉並区上井草１,築16年,24.55m,3階建,3階,1K,シェリーローズ,6.7万円
東京都杉並区方南２,築29年,18m,9階建,4階,ワンルーム,東京メトロ丸ノ内線 方南町駅 9階建 築29年,6.2万円
東京都杉並区大宮１,築36年,21.19m,4階建,3階,1K,ラ・フォーレ永福,6.3万円
東京都新宿区北新宿１,築46年,24.5m,4階建,2階,1K,メゾン郡山,6.6万円
東京都新宿区北新宿１,築46年,24.5m,4階建,2階,1K,ＪＲ中央線 大久保駅 4階建 築46年,6.6万円
東京都中野区東中野１,築34年,18.96m,3階建,3階,ワンルーム,井出ハイツ,6万円
